id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass
414,111271,4087,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
415,111271,4087,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
416,1971,10218,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Little,Normal,Organised,Deep,Press,Narrow,Cover
417,1971,10218,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Narrow,Cover
418,1971,10218,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
419,79,8596,2/22/2010 0:00,Fast,Little,Long,Organised,Normal,Lots,Lots,Organised,Medium,Double,Wide,Cover
420,31,8722,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
421,31,8722,2/22/2011 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
422,31,8722,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
423,31,8722,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
424,31,8722,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
425,31,8722,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
426,100626,6631,9/10/2015 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
427,1915,8674,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Organised,Deep,Contain,Narrow,Cover
428,1915,8674,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
429,1915,8674,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
430,1915,8674,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
431,1915,8674,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
432,1915,8674,9/10/2015 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
433,236,9773,2/22/2010 0:00,Slow,Little,Short,Free Form,Normal,Normal,Normal,Free Form,Deep,Contain,Narrow,Offside Trap
434,236,9773,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
435,236,9773,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Cover
436,236,9773,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Cover
437,236,9773,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
438,236,9773,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
439,1903,9908,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Safe,Normal,Lots,Organised,Deep,Contain,Narrow,Cover
440,1903,9908,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Lots,Organised,Medium,Press,Normal,Offside Trap
441,1903,9908,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
442,1903,9908,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
443,1903,9908,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
444,1903,9908,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Cover
445,286,9824,9/10/2015 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
446,894,10243,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Offside Trap
447,894,10243,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
448,894,10243,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
449,894,10243,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
450,894,10243,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
451,894,10243,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
452,246,10235,2/22/2010 0:00,Slow,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Narrow,Cover
453,246,10235,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Little,Little,Organised,Medium,Press,Normal,Cover
454,246,10235,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
455,246,10235,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
456,246,10235,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
457,246,10235,9/10/2015 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Little,Organised,Medium,Press,Normal,Cover
458,110374,8535,2/22/2010 0:00,Fast,Little,Short,Free Form,Normal,Normal,Normal,Free Form,Medium,Contain,Normal,Offside Trap
459,110374,8535,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
460,110374,8535,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
461,110374,8535,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
462,110374,8535,9/19/2014 0:00,Balanced,Normal,Short,Organised,Risky,Normal,Normal,Organised,Medium,Press,Wide,Cover
463,110374,8535,9/10/2015 0:00,Balanced,Normal,Short,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
464,110636,8194,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Free Form,Medium,Double,Normal,Cover
465,110636,8194,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
466,110636,8194,2/22/2012 0:00,Fast,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
467,110636,8194,9/20/2013 0:00,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Deep,Press,Normal,Cover
468,110636,8194,9/19/2014 0:00,Fast,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
469,110636,8194,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
470,25,8358,2/22/2010 0:00,Balanced,Little,Short,Organised,Safe,Lots,Normal,Organised,Medium,Press,Normal,Cover
471,25,8358,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
472,25,8358,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
473,25,8358,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
474,25,8358,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Little,Normal,Free Form,Medium,Press,Normal,Cover
475,25,8358,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Narrow,Cover
476,111657,9891,2/22/2010 0:00,Slow,Little,Short,Organised,Safe,Normal,Normal,Organised,Deep,Contain,Normal,Offside Trap
477,111657,9891,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Double,Normal,Offside Trap
478,111657,9891,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
479,144,9879,2/22/2010 0:00,Balanced,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
480,144,9879,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
481,144,9879,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
482,144,9879,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
483,144,9879,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Cover
484,144,9879,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Cover
485,673,9987,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,High,Press,Wide,Cover
486,673,9987,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Offside Trap
487,673,9987,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
488,673,9987,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
489,673,9987,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Cover
490,673,9987,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Safe,Lots,Normal,Organised,Medium,Press,Wide,Cover
491,110556,10233,2/22/2010 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Normal,Organised,Medium,Press,Narrow,Cover
492,110556,10233,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
493,110556,10233,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
494,110556,10233,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Offside Trap
495,110556,10233,9/19/2014 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
496,110556,10233,9/10/2015 0:00,Balanced,Normal,Long,Organised,Normal,Normal,Little,Organised,Deep,Press,Normal,Cover
497,674,9991,2/22/2010 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
498,674,9991,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
499,674,9991,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
500,674,9991,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Cover
501,674,9991,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Cover
502,674,9991,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
503,1860,8305,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Free Form,Medium,Contain,Normal,Offside Trap
504,1860,8305,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
505,1860,8305,2/22/2012 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
506,1860,8305,9/20/2013 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
507,1860,8305,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
508,1860,8305,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
509,110316,6391,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
510,110316,6391,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
511,1888,9764,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
512,1888,9764,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
513,1888,9764,9/19/2014 0:00,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
514,1888,9764,9/10/2015 0:00,Fast,Lots,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
515,110744,8569,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Double,Normal,Cover
516,110744,8569,2/22/2011 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
517,110744,8569,2/22/2012 0:00,Balanced,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
518,110744,8569,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
519,110744,8569,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
520,100632,6433,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
521,100632,6433,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
522,110565,8019,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
523,111429,8020,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Double,Normal,Cover
524,111429,8020,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
525,110832,7878,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
526,110832,7878,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Wide,Cover
527,110832,7878,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Wide,Cover
528,110832,7878,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Risky,Lots,Normal,Organised,Medium,Press,Normal,Cover
529,110832,7878,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
530,322,9956,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
531,322,9956,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
532,322,9956,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
533,322,9956,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
534,322,9956,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
535,322,9956,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
536,1805,9855,2/22/2010 0:00,Fast,Little,Long,Organised,Normal,Normal,Lots,Organised,High,Press,Wide,Cover
537,1805,9855,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
538,165,8357,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Safe,Lots,Lots,Organised,Medium,Press,Normal,Cover
539,165,8357,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
540,165,8357,2/22/2012 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
541,165,8357,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Narrow,Cover
542,165,8357,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
543,165,8357,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
544,62,9747,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Organised,Deep,Press,Narrow,Offside Trap
545,62,9747,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
546,62,9747,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
547,62,9747,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
548,62,9747,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
549,28,9790,2/22/2010 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Organised,High,Press,Normal,Cover
550,28,9790,2/22/2011 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
551,28,9790,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
552,28,9790,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
553,28,9790,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Contain,Normal,Cover
554,28,9790,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
555,184,8429,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Normal,Organised,Medium,Press,Wide,Cover
556,184,8429,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
557,184,8429,9/10/2015 0:00,Balanced,Normal,Mixed,Free Form,Risky,Normal,Lots,Organised,Medium,Press,Normal,Cover
558,485,9904,2/22/2010 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,High,Double,Wide,Cover
559,485,9904,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
560,485,9904,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
561,485,9904,9/20/2013 0:00,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
562,485,9904,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
563,485,9904,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
564,80,9860,2/22/2010 0:00,Fast,Little,Long,Organised,Risky,Lots,Lots,Organised,Medium,Double,Wide,Cover
565,80,9860,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Double,Normal,Cover
566,80,9860,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
567,80,9860,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
568,80,9860,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
569,100634,9791,2/22/2010 0:00,Slow,Little,Mixed,Organised,Safe,Normal,Normal,Organised,Deep,Contain,Narrow,Cover
570,100634,9791,2/22/2011 0:00,Fast,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
571,100634,9791,2/22/2012 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
572,100634,9791,9/20/2013 0:00,Balanced,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Cover
573,100634,9791,9/19/2014 0:00,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
574,100634,9791,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
575,100879,10278,2/22/2010 0:00,Balanced,Little,Short,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
576,100879,10278,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
577,100879,10278,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
578,100879,10278,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
579,100879,10278,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
580,166,8177,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Contain,Normal,Cover
581,166,8177,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
582,166,8177,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
583,166,8177,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
584,166,8177,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
585,166,8177,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Cover
586,81,10251,2/22/2010 0:00,Fast,Little,Long,Organised,Normal,Lots,Lots,Organised,Medium,Double,Wide,Cover
587,81,10251,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
588,81,10251,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
589,81,10251,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
590,81,10251,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
591,10029,8226,2/22/2010 0:00,Fast,Little,Short,Organised,Risky,Normal,Normal,Organised,Medium,Double,Normal,Offside Trap
592,10029,8226,2/22/2011 0:00,Fast,Little,Mixed,Organised,Risky,Normal,Lots,Free Form,High,Press,Normal,Cover
593,10029,8226,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
594,10029,8226,9/20/2013 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
595,10029,8226,9/19/2014 0:00,Fast,Normal,Mixed,Organised,Risky,Normal,Normal,Free Form,Medium,Press,Normal,Cover
596,10029,8226,9/10/2015 0:00,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
597,1952,8667,2/22/2010 0:00,Balanced,Little,Mixed,Organised,Risky,Lots,Normal,Organised,High,Double,Wide,Cover
598,1952,8667,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Wide,Cover
599,1952,8667,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
600,1952,8667,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
601,1952,8667,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
602,1952,8667,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
603,111239,8234,2/22/2011 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
604,111239,8234,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
605,111239,8234,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
606,111239,8234,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Little,Normal,Organised,Medium,Press,Normal,Cover
607,111239,8234,9/10/2015 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
608,44,8636,2/22/2010 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Lots,Organised,Medium,Press,Normal,Cover
609,44,8636,2/22/2011 0:00,Balanced,Little,Mixed,Free Form,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
610,44,8636,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
611,44,8636,9/20/2013 0:00,Fast,Little,Long,Organised,Risky,Normal,Normal,Free Form,Medium,Press,Normal,Cover
612,44,8636,9/19/2014 0:00,Fast,Normal,Long,Organised,Risky,Lots,Normal,Organised,Deep,Press,Normal,Cover
613,44,8636,9/10/2015 0:00,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
614,620,8066,2/22/2011 0:00,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
615,620,8066,2/22/2012 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
616,620,8066,9/20/2013 0:00,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
617,620,8066,9/19/2014 0:00,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Cover
618,620,8066,9/10/2015 0:00,Balanced,Normal,Short,Organised,Normal,Normal,Lots,Free Form,Medium,Press,Normal,Cover
619,110745,1957,2/22/2010 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Lots,Organised,High,Double,Wide,Cover
620,110745,1957,2/22/2011 0:00,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Cover
